lsb_variance,chi_square,lsb_ones_ratio_deviation,lsb_suspicion,label
0.24993428306022464,77.98710873172004,0.006624108625128093,0.004609622106130445,0.0
0.2372347139765763,68.49267365825537,0.00927740664642241,0.05698074946102491,0.0
0.25295377076201386,51.19260739840348,0.006037900395000194,0.07931972332891779,0.0
0.2704605971281605,37.061264445888526,0.008460192351804799,0.19438438286700954,0.0
0.23531693250553326,63.9644662722718,0.0005319266652310719,0.1278276562266879,0.0
0.23531726086101637,57.869707708434994,0.011066468536864693,0.033225921545005435,0.0
0.2715842563101478,67.90386440055465,0.010006027376811121,0.12430181447088186,0.0
0.25534869458305814,62.70343603363939,0.005914556844659047,0.02263480055308173,0.0
0.23061051228130094,70.9910543063867,0.013296228342162025,0.15413455269435367,0.0
0.2508512008717193,39.29529576878864,0.014687850688132793,0.07644376740910608,0.0
0.23073164614375075,76.34788131268651,0.00196220067815513,0.09531819056304146,0.0
0.23068540492859485,53.95199209384799,0.006186376107168929,0.1662898323771095,0.0
0.24483924543132068,91.5052174525053,0.006154288251063509,0.035641821570787505,0.0
0.20173439510684404,36.21624363820864,0.005300484494455677,0.03014409074435044,0.0
0.20550164334973933,84.71927606330499,0.014147374209658743,0.07082003368269976,0.0
0.22875424941518055,53.95821566925296,0.009030869306135983,0.15191894255096583,0.0
0.21974337759331153,36.97163992771103,0.008677425793446946,0.024032696226157876,0.0
0.24628494665190548,40.32228331891357,-1.9311822033766732e-05,-0.04160777990552844,0.0
0.22183951848957578,43.5930538361136,0.013177090151046133,0.07744205707955007,0.0
0.21175392597329415,58.48331892803833,0.0038037080257326376,0.12758703999554602,0.0
0.2693129753784311,60.45670976070999,0.010299663151331642,0.16001308748694149,0.0
0.23548447399026928,38.52599992122842,0.011386884689790959,0.07684193189573005,0.0
0.24135056409375846,49.51290815478034,0.016803292979193255,0.07942866964419988,0.0
0.21150503627573086,92.84540717223727,0.0034558980044044393,0.15769503671278737,0.0
0.22911234550949633,84.55086340201423,-0.005097560779104126,0.006512915015228965,0.0
0.24221845179419732,58.726473393480646,0.010919247723768474,0.08057396124084953,0.0
0.21698012845155393,50.760069563364006,0.01900255590755427,0.10952119449625289,0.0
0.24751396036691342,52.40062653436522,0.016194731764697188,0.12246093606425172,0.0
0.2279872262016239,62.27035945460833,0.011048297076373129,0.07450966534045587,0.0
0.23416612500413445,29.54414869603189,0.007541819071839763,0.10172205058529207,0.0
0.22796586775541205,44.852469251533094,0.014035612983186552,-0.024416367670649475,0.0
0.27704556369017874,16.62831852244821,0.005132269001477657,0.06708757938330759,0.0
0.23973005550524132,57.98446245210559,0.012381788846781096,0.12267543562772337,0.0
0.21884578142088199,62.943918794054824,0.012527350795833135,0.050885298287266026,0.0
0.2564508982420638,40.33627075401252,0.0153010495374944,0.10294921107947988,0.0
0.21558312700057955,81.47973526580066,0.023798300194555387,0.1223436250401349,0.0
0.2441772719000951,25.484686739953176,0.011962079835893836,0.08287253995711176,0.0
0.20080659752240448,20.712502395803597,0.007455181871462506,0.10852318854982855,0.0
0.21343627902203138,54.48903637119944,0.009872128439040027,0.05186337173576939,0.0
0.24393722471738247,70.94196605224309,0.0011546204755544087,0.08966943601519767,0.0
0.2547693315999082,83.67855382915738,0.006526434344554709,0.13051080847946114,0.0
0.2434273656237994,40.8223147426212,0.00795358780943448,0.10784864804842172,0.0
0.23768703435223518,71.57361666862592,0.0073795580103270374,0.07067343652180323,0.0
0.23397792608821422,49.229830609985854,0.01076177436016861,0.11121082021453965,0.0
0.21042956019265144,46.54745400118361,0.0058879003380889975,0.13573048953183092,0.0
0.22560311583210582,67.67319874973344,0.015605153336622359,-0.002497063928873902,0.0
0.23078722458080425,63.046457568268394,0.010001035324590986,0.1579537032477949,0.0
0.2611424445243783,18.47215686031501,0.009953498394306929,0.0831872630659464,0.0
0.24687236579136923,79.53080699451792,0.008360526417435411,0.12127449666201152,0.0
0.2047391968927453,77.60182708294903,0.010775953419294895,0.15986234618226142,0.0
0.2464816793878959,37.488745969809415,0.014125491323338173,0.0314163151384767,0.0
0.23229835439167365,57.91607066874818,0.0056643489214454985,0.06452794987862268,0.0
0.22646155999388082,59.88060372565478,0.006709417554623717,0.08557256520621476,0.0
0.25223352577681735,55.21347531647814,0.008481369856116677,0.060812323943778585,0.0
0.260619990449919,38.9938969230916,0.0032706453826339254,0.18674682879184043,0.0
0.25862560238232396,36.56753264123897,0.005903710701392511,0.057161395308660365,0.0
0.22321564953554723,49.488918580171095,0.0076188956322767055,0.07222266102565668,0.0
0.2338157524829757,73.45458038518728,0.014371945903563638,0.11021945158014884,0.0
0.24662526862807127,60.872003091888644,0.011312806645009625,0.03989252369619556,0.0
0.2595109025424472,42.58771335827788,0.010967949556837723,0.08021596441218681,0.0
0.2304165152430942,65.43397421296689,0.014254489810839861,0.11587266306250876,0.0
0.23628682046672364,-6.970852412601509,0.009313141058003016,0.08335697978087445,0.0
0.21787330051987944,72.97531400744207,0.011952324249644448,0.09533065705500259,0.0
0.2160758675183866,15.20572442443801,0.00948389123533752,0.07353339437758147,0.0
0.25625051644788394,42.751181171937354,0.011326811746998143,0.02427648454096165,0.0
0.26712480057141647,27.606602107477123,0.00708620671194209,0.11607966056696194,0.0
0.23855979756839332,24.106370485581884,-0.0021940857913821457,0.1877466535823621,0.0
0.26007065795784046,73.21653574757039,0.00932860418906848,0.10092008153917191,0.0
0.24723272050095269,40.64597597376218,0.0171137406804997,0.11126320586237748,0.0
0.22709760490789752,56.930077634614314,0.014631077011207961,0.134636137755843,0.0
0.24722791211016826,49.06158842241632,0.014826987422955854,0.036533475172665045,0.0
0.2707607313293194,59.54081654446243,0.01618065360903109,0.1851257329064803,0.0
0.23928347921780097,51.536437821205105,0.010443287954807187,0.11011643982114011,0.0
0.27129287311628014,24.340155516228606,0.010986578537027978,0.18159284495445546,0.0
0.1876050979182051,69.9253363889428,0.006911740522828249,0.06334835022380053,0.0
0.2564380500875045,40.12486833677375,0.008419635719864751,0.19090309612789125,0.0
0.24174094136476343,18.86836202680498,0.013078855748855709,0.13875777470173917,0.0
0.23401985299068265,41.43769678068175,0.01601942218584408,0.12765200429261792,0.0
0.24183521553071002,80.01519581268622,0.009302768621595002,0.11170122271765741,0.0
0.20024862170798213,67.00443484226986,0.007749053675742942,0.08757356909627753,0.0
0.23560656224324975,43.026957311842814,0.010002639794282987,0.16002658292369365,0.0
0.2471422514302349,43.014845913631426,0.013006033744645575,0.10701799349240235,0.0
0.2695578808948303,43.56729897565235,0.0027807259193322912,0.001646514820642389,0.0
0.22963459563452704,91.53495967121682,-0.0014809047656861914,0.04414067691464988,0.0
0.22383012794213625,57.63870904463107,0.007247315752542082,0.09070771239036264,0.0
0.22996485912830927,58.600832943821395,0.003896437870429207,0.11549994915827776,0.0
0.2583080423540415,70.60566908063684,0.007459299011763445,0.09717057555500522,0.0
0.2465750221931937,54.77578318053027,0.009261098405912643,0.16094853948968318,0.0
0.2294047959246592,44.819157083585935,0.007733757954884933,0.0024449067980687605,0.0
0.25026534866226713,46.07300301830043,0.017262337672353727,0.10717939682525801,0.0
0.2419415509869608,48.56797481171872,0.0116337238230116,0.00910103873064226,0.0
0.25937289981065775,49.25555526980317,0.011502371798054143,0.13798561477420843,0.0
0.22595893812245293,64.5525908727396,0.01311103572021701,0.09527706427789986,0.0
0.23344675706804463,51.03891771614599,0.004305834411096154,0.12098049860120591,0.0
0.23215783693735684,64.65280154431159,0.015195558937101342,0.056805851970511696,0.0
0.2107297010373576,48.385668397828354,0.0096211785673227,0.16397324658288756,0.0
0.24592240554129152,51.57270380632181,0.013352403086206064,0.15208623320294257,0.0
0.24522110544359776,10.035986309357845,0.004640713834799223,0.12917721515059438,0.0
0.2401022691328492,68.32655349404963,0.0022312061699196785,0.09352413765682796,0.0
0.23530825733249705,56.929769517959855,0.014089448290125144,0.12899286426475662,0.0
0.2116925851589917,69.96020219719304,0.011882047630487584,0.06465537160063256,0.0
0.2315870935446928,-7.925107563873787,0.005489742228212448,0.1427777829510356,0.0
0.2331457096694646,91.76749409561455,0.005651684593626528,0.18247404471619605,0.0
0.22395445461556762,47.20820743689652,0.01562717392207385,0.15353052799895933,0.0
0.2367742857666798,72.16365633475033,0.0040529405356633606,0.06351987650962954,0.0
0.24808101713629077,29.20188145748938,0.018213364766279817,0.11807086586365514,0.0
0.2777237180242106,62.25547810125139,0.005496896326760656,0.03534292281206762,0.0
0.24349155625663677,28.931688736526876,0.013191959628041915,0.1286195155587838,0.0
0.24515100781445529,37.5246207860839,0.008356907621255077,0.12253017064312695,0.0
0.23851108168467663,88.28062707733572,0.013015937155411716,0.00650918302339179,0.0
0.20162457569401915,46.186351984733065,0.007279429989429037,0.04191080780438181,0.0
0.23946972249101564,54.348657463594456,0.00918603546963853,0.08584305516281165,0.0
0.24120460419882053,67.40135461377508,0.010204595876978606,0.08495701264295868,0.0
0.2892648422497057,59.913637759452094,0.004989062721092637,0.03952615322905974,0.0
0.23615278070437754,53.00837810287153,0.01370412172710063,0.11944893646760919,0.0
0.24603094684667223,57.29922004932451,0.007433932167642075,0.1125736804470256,0.0
0.23930576460589512,98.0683117047655,0.008857000423299908,0.09028654340107403,0.0
0.21662643924760935,48.84762405932829,0.005028253126957439,0.062210424992081854,0.0
0.2628564562903004,54.02198093429935,-0.002811668293976553,0.1524353563208282,0.0
0.2550386606537355,71.01308792015224,0.009044861186999155,0.18277035565441477,0.0
0.25582063894086093,72.11051865915968,0.02206307710806458,0.07582192580767315,0.0
0.22181225090410522,73.7406061112076,0.013923021439490119,0.06939165414225897,0.0
0.26805588621872195,62.774604440583694,0.009903698101328027,0.12456038327059982,0.0
0.21196297874415437,27.13990174539033,0.008685545853958662,0.08209853101265069,0.0
0.2517371418760054,82.66863064602191,0.010112329464060233,0.0930301399668383,0.0
0.28380911251619956,27.07309213962624,0.01273559557587605,0.13698265758623357,0.0
0.22018927349738623,56.05270930478066,0.004095935923455776,0.00453219562463536,0.0
0.22867404540794456,34.914482999612844,0.015571608473344361,0.16591511624263347,0.0
0.24199302730175282,48.717233068140146,0.01357690657720622,0.10363402621646707,0.0
